ax,ay,az,gx,gy,gz,mx,my,mz,heading,pitch,roll
0.052,-0.495,-0.874,0.476,1.516,-1.189,-24.15,-255.6,-6.15,82.74,-0.74,-149.28
0.043,-0.467,-0.823,0.279,0.88,-1.205,-36.45,-249.3,-1.35,82.72,-0.78,-149.31
0.043,-0.467,-0.823,-0.135,0.286,-0.507,-40.95,-245.4,-0.6,82.69,-0.8,-149.33
0.134,-0.505,-0.842,-0.135,-0.211,-0.175,-43.2,-237.3,0.0,82.66,-0.93,-149.33
0.121,-0.55,-0.884,-0.236,-0.312,0.252,-43.2,-237.3,0.0,82.61,-1.02,-149.31
0.121,-0.55,-0.884,-0.222,-0.341,-0.052,-43.2,-237.3,0.0,82.57,-1.12,-149.29
0.13,-0.532,-0.841,-0.116,-0.36,-0.159,-45.15,-218.4,-8.25,82.52,-1.21,-149.27
0.172,-0.596,-0.862,0.044,-0.152,-0.365,-46.65,-213.75,-7.05,82.46,-1.35,-149.19
0.209,-0.589,-0.885,0.085,-0.223,-0.337,-48.9,-212.55,-8.55,82.4,-1.51,-149.14
0.209,-0.589,-0.885,0.095,-0.117,-0.194,-49.8,-209.25,-9.45,82.33,-1.67,-149.09
0.218,-0.559,-0.855,0.078,-0.11,-0.097,-49.8,-209.25,-9.45,82.27,-1.83,-149.06
0.126,-0.52,-0.848,0.034,0.025,-0.028,-53.4,-207.9,-9.0,82.2,-1.89,-149.06
0.126,-0.52,-0.848,0.012,-0.047,0.076,-53.25,-206.55,-9.15,82.12,-1.95,-149.05
0.113,-0.537,-0.867,0.004,-0.002,0.149,-50.4,-207.45,-9.75,82.05,-2.0,-149.05
0.101,-0.541,-0.877,0.009,-0.018,0.112,-52.05,-207.75,-9.9,81.98,-2.02,-149.04
0.101,-0.538,-0.872,0.032,-0.01,0.015,-52.5,-207.3,-9.9,81.91,-2.05,-149.04
0.101,-0.538,-0.872,0.041,0.009,-0.029,-50.55,-206.85,-9.15,81.85,-2.08,-149.03
0.106,-0.528,-0.871,0.039,0.01,-0.006,-52.65,-208.2,-9.0,81.78,-2.11,-149.04
0.106,-0.532,-0.872,0.035,-0.005,0.001,-51.15,-206.25,-9.75,81.71,-2.14,-149.04
0.106,-0.532,-0.872,0.036,0.017,-0.007,-51.15,-207.45,-8.55,81.65,-2.18,-149.04
0.105,-0.534,-0.868,0.039,0.003,-0.007,-51.15,-207.45,-8.55,81.58,-2.21,-149.04
0.105,-0.533,-0.873,0.03,-0.005,-0.002,-51.15,-207.15,-8.55,81.52,-2.24,-149.04
0.105,-0.539,-0.876,0.038,-0.004,-0.005,-51.0,-205.35,-9.45,81.45,-2.27,-149.03
0.105,-0.539,-0.876,0.039,0.004,-0.003,-51.75,-208.05,-8.4,81.38,-2.3,-149.03
0.106,-0.527,-0.872,0.029,-0.005,0.002,-51.6,-207.15,-10.05,81.32,-2.33,-149.04
0.107,-0.529,-0.869,0.038,0.002,-0.007,-51.6,-207.15,-10.05,81.26,-2.36,-149.04
0.107,-0.529,-0.869,0.037,-0.002,0.003,-50.25,-206.1,-10.2,81.19,-2.39,-149.04
0.105,-0.535,-0.868,0.042,0.013,-0.018,-52.5,-207.3,-9.9,81.13,-2.42,-149.04
0.111,-0.536,-0.873,0.032,-0.013,0.002,-51.3,-207.3,-9.15,81.06,-2.46,-149.03
0.115,-0.531,-0.872,0.041,-0.0,-0.013,-51.6,-207.45,-9.75,81.0,-2.49,-149.04
0.115,-0.531,-0.872,0.033,-0.007,0.005,-51.6,-207.45,-9.75,80.94,-2.53,-149.04
0.107,-0.534,-0.873,0.031,0.001,-0.006,-53.1,-207.9,-9.75,80.87,-2.56,-149.04
0.105,-0.54,-0.879,0.037,0.002,0.0,-51.75,-205.8,-10.2,80.81,-2.58,-149.04
0.105,-0.54,-0.879,0.037,0.003,-0.007,-51.0,-208.05,-8.7,80.74,-2.61,-149.03
0.1,-0.537,-0.869,0.035,0.005,-0.007,-51.0,-208.8,-10.2,80.68,-2.63,-149.03
0.111,-0.533,-0.867,0.041,0.005,-0.011,-51.15,-207.9,-9.3,80.62,-2.66,-149.02
0.111,-0.538,-0.868,0.037,-0.007,0.002,-52.65,-206.7,-10.05,80.56,-2.69,-149.02
0.111,-0.538,-0.868,0.04,-0.001,-0.007,-51.0,-207.3,-9.45,80.5,-2.72,-149.01
0.103,-0.538,-0.867,0.031,-0.008,0.006,-52.05,-207.3,-9.15,80.43,-2.75,-149.0
0.103,-0.528,-0.87,0.034,0.006,-0.004,-51.75,-206.85,-10.2,80.37,-2.77,-149.01
0.103,-0.528,-0.87,0.035,-0.003,0.001,-51.75,-206.85,-9.15,80.31,-2.79,-149.01
0.105,-0.538,-0.871,0.038,0.002,-0.004,-52.8,-206.1,-10.65,80.25,-2.81,-149.01
0.111,-0.533,-0.875,0.034,0.001,-0.004,-51.9,-207.45,-8.55,80.19,-2.84,-149.01
0.105,-0.523,-0.868,0.036,0.005,-0.006,-51.75,-206.85,-8.7,80.13,-2.87,-149.02
0.105,-0.523,-0.868,0.034,-0.001,-0.003,-51.3,-208.05,-8.4,80.07,-2.89,-149.02
0.111,-0.537,-0.87,0.032,-0.003,-0.005,-51.6,-207.9,-9.75,80.01,-2.92,-149.02
0.103,-0.547,-0.874,0.027,-0.005,0.001,-51.6,-207.9,-9.75,79.95,-2.94,-149.01
0.103,-0.547,-0.874,0.036,0.004,-0.007,-52.35,-206.7,-8.55,79.89,-2.96,-149.0
0.107,-0.533,-0.866,0.034,-0.002,-0.003,-50.85,-208.2,-10.05,79.83,-2.98,-148.99
0.107,-0.533,-0.872,0.036,0.002,-0.007,-51.75,-206.85,-10.2,79.77,-3.01,-148.99
0.109,-0.538,-0.872,0.038,-0.002,-0.003,-51.75,-206.85,-9.9,79.72,-3.03,-148.99
0.109,-0.538,-0.872,0.033,0.001,-0.005,-51.75,-206.85,-9.9,79.66,-3.05,-148.98
0.11,-0.531,-0.872,0.038,-0.002,-0.003,-51.9,-207.15,-10.05,79.6,-3.08,-148.99
0.108,-0.531,-0.87,0.032,-0.005,-0.001,-52.8,-206.85,-9.15,79.54,-3.1,-148.99
0.108,-0.531,-0.87,0.033,-0.003,-0.002,-51.9,-207.45,-9.3,79.48,-3.13,-148.99
0.109,-0.538,-0.872,0.033,0.003,0.001,-52.65,-205.2,-9.3,79.42,-3.15,-148.98
0.109,-0.533,-0.867,0.03,0.001,-0.003,-52.65,-205.2,-9.3,79.36,-3.17,-148.98
0.11,-0.533,-0.865,0.032,-0.003,-0.005,-52.35,-206.25,-9.75,79.31,-3.2,-148.98
0.11,-0.533,-0.865,0.032,-0.005,0.002,-51.9,-206.25,-8.25,79.25,-3.22,-148.98
0.105,-0.535,-0.87,0.036,-0.004,-0.003,-52.35,-207.45,-9.75,79.19,-3.24,-148.97
0.104,-0.537,-0.877,0.04,-0.003,-0.001,-50.55,-208.8,-8.7,79.14,-3.26,-148.97
0.104,-0.537,-0.877,0.037,0.003,-0.003,-50.55,-208.8,-8.7,79.09,-3.28,-148.97
0.108,-0.537,-0.87,0.032,-0.004,0.001,-50.4,-207.15,-9.3,79.04,-3.3,-148.96
0.112,-0.534,-0.87,0.035,-0.002,-0.003,-52.8,-207.3,-9.9,78.98,-3.32,-148.96
0.111,-0.535,-0.87,0.037,0.001,-0.005,-52.05,-208.5,-8.4,78.92,-3.35,-148.96
0.111,-0.535,-0.87,0.032,-0.001,-0.002,-51.75,-208.5,-10.2,78.87,-3.37,-148.96
0.109,-0.535,-0.862,0.04,-0.004,-0.0,-51.75,-208.5,-10.2,78.82,-3.39,-148.95
0.108,-0.534,-0.869,0.033,-0.002,-0.002,-51.75,-207.3,-9.15,78.76,-3.42,-148.95
0.108,-0.534,-0.869,0.033,-0.004,-0.001,-52.5,-207.75,-8.4,78.71,-3.44,-148.95
0.105,-0.536,-0.869,0.035,0.0,-0.002,-51.0,-208.05,-10.2,78.66,-3.45,-148.94
0.108,-0.534,-0.868,0.031,0.001,-0.007,-50.85,-207.15,-9.75,78.61,-3.47,-148.94
0.107,-0.53,-0.867,0.034,-0.0,-0.001,-50.85,-207.15,-9.75,78.55,-3.49,-148.94
0.107,-0.53,-0.867,0.036,0.001,-0.001,-50.85,-207.15,-9.75,78.5,-3.51,-148.94
0.113,-0.538,-0.873,0.031,-0.003,0.0,-51.3,-207.75,-8.7,78.45,-3.54,-148.94
0.108,-0.532,-0.874,0.035,-0.008,-0.006,-51.3,-207.3,-9.45,78.4,-3.56,-148.94
0.108,-0.532,-0.874,0.034,-0.002,-0.004,-52.05,-206.85,-9.9,78.35,-3.57,-148.94
0.105,-0.533,-0.875,0.033,0.001,-0.003,-52.05,-206.85,-9.9,78.3,-3.59,-148.94
0.105,-0.532,-0.875,0.034,-0.004,-0.003,-52.05,-206.85,-9.9,78.25,-3.6,-148.95
0.105,-0.539,-0.878,0.036,-0.001,-0.0,-51.9,-207.15,-9.3,78.2,-3.61,-148.95
0.105,-0.539,-0.878,0.032,0.004,-0.004,-51.0,-207.75,-9.45,78.15,-3.63,-148.94
0.11,-0.534,-0.871,0.032,0.004,-0.004,-50.55,-206.55,-9.45,78.1,-3.65,-148.94
0.107,-0.533,-0.869,0.038,-0.001,-0.004,-51.3,-206.55,-10.65,78.05,-3.67,-148.94
0.107,-0.533,-0.869,0.031,-0.001,-0.005,-51.3,-206.55,-10.65,78.0,-3.68,-148.94
0.105,-0.535,-0.871,0.031,-0.001,-0.008,-52.05,-206.85,-9.9,77.95,-3.69,-148.94
0.106,-0.538,-0.871,0.033,0.0,-0.003,-51.0,-206.85,-9.15,77.9,-3.71,-148.93
0.111,-0.539,-0.873,0.036,-0.002,-0.003,-51.9,-207.9,-10.05,77.86,-3.73,-148.93
0.111,-0.539,-0.873,0.032,-0.0,-0.003,-52.65,-207.45,-10.05,77.8,-3.75,-148.92
0.112,-0.534,-0.872,0.038,0.002,-0.006,-52.65,-207.45,-10.05,77.75,-3.77,-148.92
0.103,-0.533,-0.868,0.037,0.001,0.001,-51.0,-204.9,-8.7,77.71,-3.78,-148.92
0.103,-0.533,-0.868,0.034,-0.002,0.0,-52.35,-207.9,-9.3,77.66,-3.79,-148.92
0.104,-0.53,-0.876,0.037,-0.002,-0.005,-51.15,-206.25,-9.75,77.61,-3.8,-148.93
0.102,-0.538,-0.876,0.032,0.001,-0.004,-51.75,-207.3,-9.45,77.57,-3.81,-148.93
0.105,-0.537,-0.875,0.033,0.0,0.0,-51.75,-207.3,-9.45,77.52,-3.82,-148.92
0.105,-0.537,-0.875,0.033,-0.0,-0.006,-51.3,-208.5,-9.9,77.47,-3.84,-148.92
0.112,-0.532,-0.874,0.037,0.005,-0.002,-52.65,-206.7,-10.35,77.43,-3.86,-148.93
0.105,-0.531,-0.868,0.03,0.001,-0.003,-51.15,-206.7,-10.35,77.38,-3.87,-148.92
0.105,-0.531,-0.868,0.036,-0.003,-0.002,-52.5,-208.05,-9.45,77.33,-3.88,-148.92
0.105,-0.533,-0.87,0.038,-0.003,-0.005,-52.5,-208.05,-9.45,77.29,-3.89,-148.92
0.107,-0.534,-0.868,0.027,0.002,-0.002,-51.75,-206.85,-9.15,77.24,-3.91,-148.92
0.107,-0.54,-0.87,0.037,0.001,-0.003,-51.15,-206.7,-9.0,77.2,-3.92,-148.91
0.107,-0.54,-0.87,0.035,0.001,-0.005,-51.3,-207.3,-9.9,77.15,-3.94,-148.91
0.111,-0.54,-0.865,0.033,0.002,-0.006,-52.5,-207.3,-10.65,77.1,-3.96,-148.9
0.106,-0.536,-0.874,0.036,-0.001,-0.003,-52.5,-207.3,-10.65,77.06,-3.97,-148.9
0.106,-0.536,-0.874,0.035,-0.001,-0.001,-51.75,-207.75,-7.65,77.02,-3.98,-148.9
0.109,-0.534,-0.872,0.032,-0.003,-0.001,-50.55,-206.85,-9.9,76.97,-4.0,-148.89
0.108,-0.537,-0.875,0.036,0.002,0.003,-51.15,-207.45,-9.75,76.93,-4.01,-148.89
0.105,-0.536,-0.868,0.043,0.003,-0.004,-52.05,-208.05,-8.7,76.89,-4.02,-148.89
0.105,-0.536,-0.868,0.031,0.0,-0.003,-51.75,-207.3,-8.7,76.84,-4.03,-148.88
0.111,-0.533,-0.87,0.034,-0.001,-0.005,-51.9,-207.9,-11.55,76.8,-4.05,-148.88
0.107,-0.533,-0.873,0.034,0.003,-0.001,-51.75,-208.5,-8.7,76.76,-4.07,-148.88
0.107,-0.533,-0.873,0.033,0.003,-0.003,-52.5,-207.3,-9.9,76.71,-4.08,-148.89
0.11,-0.534,-0.866,0.036,-0.002,-0.0,-51.75,-207.75,-9.9,76.67,-4.09,-148.88
0.106,-0.534,-0.871,0.033,-0.002,0.005,-51.6,-207.45,-9.75,76.63,-4.11,-148.88
0.106,-0.533,-0.873,0.037,-0.002,-0.003,-51.0,-207.3,-9.45,76.59,-4.12,-148.88
0.106,-0.533,-0.873,0.033,-0.006,-0.002,-52.5,-206.55,-9.15,76.55,-4.13,-148.88
0.103,-0.537,-0.873,0.037,0.002,-0.003,-51.3,-208.05,-9.45,76.51,-4.14,-148.88
0.106,-0.532,-0.869,0.033,0.003,-0.003,-51.15,-206.7,-10.05,76.47,-4.15,-148.88
0.106,-0.532,-0.869,0.036,0.002,-0.002,-51.9,-207.15,-10.05,76.43,-4.16,-148.88
0.109,-0.536,-0.873,0.04,0.003,-0.004,-51.9,-207.15,-10.05,76.39,-4.18,-148.88
0.11,-0.53,-0.868,0.033,-0.006,-0.005,-51.0,-207.3,-10.2,76.35,-4.19,-148.88
0.106,-0.536,-0.872,0.035,-0.005,-0.001,-52.05,-206.85,-9.9,76.31,-4.2,-148.88
0.106,-0.536,-0.872,0.037,-0.004,-0.002,-51.9,-208.2,-9.15,76.27,-4.21,-148.87
0.106,-0.535,-0.873,0.035,0.001,0.001,-50.25,-208.05,-9.45,76.23,-4.23,-148.87
0.105,-0.533,-0.867,0.036,0.001,-0.006,-50.25,-208.05,-9.45,76.19,-4.24,-148.87
0.11,-0.541,-0.868,0.037,-0.002,-0.0,-52.65,-207.45,-10.65,76.15,-4.25,-148.86
0.11,-0.541,-0.868,0.034,0.002,-0.005,-51.15,-207.9,-9.3,76.11,-4.27,-148.85
0.108,-0.535,-0.867,0.035,-0.001,-0.003,-51.6,-207.45,-9.0,76.07,-4.28,-148.84
0.111,-0.536,-0.872,0.037,-0.003,0.003,-52.5,-206.55,-9.9,76.03,-4.3,-148.84
0.111,-0.536,-0.872,0.035,-0.002,0.004,-52.5,-206.55,-9.9,75.99,-4.31,-148.84
0.103,-0.539,-0.873,0.033,-0.003,-0.002,-51.75,-206.1,-8.4,75.95,-4.32,-148.84
0.108,-0.535,-0.867,0.04,0.001,-0.004,-51.3,-207.75,-9.9,75.92,-4.33,-148.83
0.112,-0.536,-0.869,0.028,0.001,-0.004,-51.9,-207.45,-7.8,75.88,-4.35,-148.83
0.112,-0.536,-0.869,0.031,0.001,-0.004,-53.25,-207.3,-9.45,75.84,-4.36,-148.83
0.103,-0.535,-0.867,0.039,0.001,-0.001,-52.65,-206.25,-9.75,75.8,-4.37,-148.82
0.103,-0.535,-0.868,0.032,-0.005,0.001,-51.3,-207.3,-9.15,75.76,-4.37,-148.82
0.103,-0.535,-0.868,0.034,-0.001,-0.001,-52.05,-206.85,-9.45,75.72,-4.38,-148.82
0.11,-0.532,-0.871,0.033,0.001,-0.002,-51.15,-207.45,-7.8,75.69,-4.39,-148.82
0.113,-0.532,-0.87,0.034,-0.001,0.002,-52.35,-207.15,-9.3,75.65,-4.41,-148.82
0.107,-0.536,-0.866,0.033,0.0,-0.002,-51.15,-207.9,-9.75,75.61,-4.42,-148.81
0.107,-0.536,-0.866,0.037,-0.0,0.0,-52.8,-207.3,-9.45,75.58,-4.43,-148.81
0.105,-0.534,-0.87,0.039,-0.004,0.0,-51.6,-209.1,-8.25,75.54,-4.44,-148.81
0.106,-0.536,-0.871,0.035,0.003,-0.006,-51.3,-207.3,-9.9,75.51,-4.45,-148.8
0.106,-0.536,-0.871,0.041,0.001,-0.004,-52.8,-208.5,-9.15,75.47,-4.46,-148.8
0.105,-0.538,-0.873,0.03,0.002,0.003,-52.8,-208.5,-9.15,75.43,-4.46,-148.8
0.11,-0.535,-0.869,0.039,0.002,0.001,-52.8,-208.5,-9.15,75.4,-4.48,-148.8
0.106,-0.539,-0.868,0.035,-0.001,-0.003,-50.55,-206.85,-10.65,75.36,-4.49,-148.79
0.106,-0.539,-0.868,0.034,-0.001,-0.002,-51.75,-207.75,-9.45,75.33,-4.5,-148.78
0.103,-0.537,-0.869,0.031,-0.003,-0.007,-53.1,-206.25,-9.75,75.29,-4.5,-148.78
0.109,-0.53,-0.872,0.033,0.002,-0.005,-53.1,-206.25,-9.75,75.25,-4.51,-148.79
0.109,-0.53,-0.872,0.037,0.001,-0.0,-53.1,-206.25,-9.75,75.22,-4.52,-148.79
0.109,-0.532,-0.874,0.03,-0.006,0.0,-52.5,-206.1,-10.2,75.18,-4.53,-148.8
0.109,-0.533,-0.874,0.035,-0.003,-0.003,-51.0,-206.55,-9.45,75.15,-4.54,-148.8
0.105,-0.537,-0.875,0.032,0.0,-0.001,-52.35,-207.9,-10.35,75.11,-4.54,-148.8
0.105,-0.537,-0.875,0.032,-0.0,-0.007,-52.5,-206.85,-10.2,75.08,-4.55,-148.8
0.109,-0.532,-0.871,0.032,-0.001,-0.004,-52.5,-206.85,-10.2,75.04,-4.56,-148.8
0.108,-0.53,-0.873,0.034,0.001,-0.006,-51.75,-207.75,-9.9,75.01,-4.57,-148.8
0.108,-0.53,-0.873,0.03,-0.006,-0.0,-53.7,-206.7,-8.55,74.98,-4.58,-148.81
0.107,-0.538,-0.868,0.033,0.001,-0.004,-51.9,-207.15,-9.75,74.94,-4.59,-148.8
0.107,-0.533,-0.872,0.037,-0.004,0.001,-49.8,-206.85,-9.45,74.92,-4.6,-148.8
0.112,-0.533,-0.87,0.032,-0.0,-0.006,-49.8,-206.85,-9.45,74.89,-4.62,-148.8
0.112,-0.533,-0.87,0.036,0.002,0.003,-51.75,-207.75,-8.4,74.86,-4.63,-148.8
0.108,-0.536,-0.868,0.039,0.003,-0.002,-52.5,-206.1,-8.7,74.82,-4.64,-148.79
0.107,-0.53,-0.868,0.036,0.002,-0.002,-52.05,-208.05,-8.7,74.79,-4.65,-148.8
0.107,-0.53,-0.868,0.029,-0.002,-0.003,-50.85,-205.95,-8.55,74.76,-4.66,-148.8
0.112,-0.535,-0.873,0.03,0.0,-0.005,-50.85,-205.95,-8.55,74.73,-4.68,-148.8
0.103,-0.535,-0.869,0.037,-0.004,0.0,-51.9,-207.15,-9.75,74.7,-4.68,-148.79
0.104,-0.537,-0.87,0.032,-0.0,-0.003,-52.65,-206.7,-9.75,74.67,-4.68,-148.79
0.104,-0.537,-0.87,0.036,-0.001,-0.005,-52.05,-207.3,-8.4,74.64,-4.69,-148.78
0.107,-0.536,-0.87,0.036,0.002,0.003,-52.5,-206.55,-9.9,74.6,-4.7,-148.78
0.11,-0.536,-0.87,0.035,0.001,-0.006,-52.5,-206.55,-9.9,74.57,-4.71,-148.78
0.11,-0.536,-0.87,0.033,-0.002,-0.002,-52.5,-206.55,-9.9,74.54,-4.72,-148.78
0.111,-0.537,-0.872,0.036,0.005,-0.006,-52.35,-208.2,-10.05,74.51,-4.73,-148.77
0.105,-0.536,-0.871,0.029,-0.004,-0.002,-51.3,-207.75,-8.7,74.48,-4.73,-148.77
0.113,-0.539,-0.871,0.037,-0.004,0.003,-50.55,-208.05,-9.15,74.45,-4.75,-148.76
0.113,-0.539,-0.871,0.036,-0.002,0.002,-50.55,-208.05,-9.15,74.42,-4.77,-148.76
0.106,-0.537,-0.872,0.033,-0.001,-0.004,-53.1,-207.45,-8.55,74.39,-4.77,-148.75
0.108,-0.536,-0.871,0.034,0.003,-0.006,-51.3,-206.85,-9.9,74.36,-4.78,-148.75
0.108,-0.536,-0.871,0.037,0.003,-0.001,-51.15,-207.45,-9.0,74.34,-4.79,-148.75
0.108,-0.539,-0.871,0.036,-0.0,-0.001,-51.75,-206.1,-9.9,74.31,-4.8,-148.74
0.11,-0.535,-0.871,0.039,0.0,-0.003,-53.7,-208.2,-9.75,74.27,-4.81,-148.74
0.111,-0.531,-0.873,0.032,0.003,0.001,-51.3,-208.5,-9.15,74.25,-4.82,-148.75
0.111,-0.531,-0.873,0.031,-0.004,-0.0,-51.75,-208.05,-9.9,74.22,-4.83,-148.75
0.106,-0.533,-0.869,0.032,-0.005,0.002,-51.9,-206.25,-10.35,74.19,-4.84,-148.75
0.1,-0.536,-0.871,0.027,-0.002,-0.004,-52.5,-206.85,-10.2,74.16,-4.83,-148.75
0.1,-0.536,-0.871,0.029,0.001,0.003,-51.9,-207.45,-9.3,74.13,-4.83,-148.75
0.109,-0.534,-0.869,0.042,0.004,-0.002,-51.6,-207.45,-10.05,74.11,-4.84,-148.74
0.11,-0.531,-0.864,0.035,-0.001,-0.006,-51.0,-207.3,-10.2,74.08,-4.85,-148.74
0.108,-0.532,-0.873,0.034,-0.002,0.001,-52.8,-207.75,-8.7,74.05,-4.86,-148.75
0.108,-0.532,-0.873,0.037,0.001,-0.002,-50.85,-207.15,-10.8,74.03,-4.87,-148.75
0.104,-0.536,-0.871,0.036,-0.002,0.0,-53.25,-207.75,-9.9,74.0,-4.87,-148.75
0.106,-0.538,-0.869,0.035,0.003,-0.004,-53.25,-207.75,-9.9,73.97,-4.87,-148.74
0.106,-0.538,-0.869,0.04,-0.0,0.001,-51.9,-208.2,-8.25,73.94,-4.88,-148.73
0.11,-0.537,-0.872,0.033,0.005,-0.002,-52.05,-207.75,-9.45,73.91,-4.89,-148.73
0.108,-0.536,-0.873,0.032,0.002,-0.004,-51.15,-207.45,-8.25,73.89,-4.9,-148.73
0.112,-0.535,-0.869,0.04,-0.001,-0.004,-52.8,-207.75,-8.7,73.86,-4.91,-148.73
0.112,-0.535,-0.869,0.039,-0.001,-0.002,-52.8,-207.75,-8.7,73.83,-4.92,-148.73
0.107,-0.536,-0.872,0.041,-0.004,-0.001,-51.15,-208.2,-8.55,73.81,-4.93,-148.72
0.11,-0.533,-0.869,0.036,0.002,-0.005,-51.0,-207.75,-9.9,73.78,-4.94,-148.72
0.11,-0.533,-0.869,0.037,0.002,-0.004,-50.55,-208.5,-9.45,73.76,-4.95,-148.72
0.102,-0.537,-0.87,0.033,-0.002,-0.005,-52.65,-207.9,-9.0,73.74,-4.95,-148.72
0.107,-0.536,-0.873,0.039,0.003,-0.002,-52.65,-207.9,-9.0,73.71,-4.96,-148.72
0.107,-0.534,-0.868,0.036,0.001,-0.003,-53.25,-207.75,-9.9,73.68,-4.96,-148.72
0.107,-0.534,-0.868,0.031,-0.003,-0.002,-51.75,-207.75,-10.2,73.66,-4.97,-148.71
0.11,-0.539,-0.87,0.041,0.001,-0.002,-51.9,-208.65,-9.0,73.63,-4.98,-148.71
0.109,-0.533,-0.873,0.035,-0.003,0.001,-52.5,-206.85,-9.15,73.61,-4.99,-148.71
0.109,-0.533,-0.873,0.03,-0.004,-0.001,-52.5,-206.85,-9.15,73.58,-4.99,-148.71
0.107,-0.536,-0.872,0.034,-0.001,-0.001,-51.9,-208.2,-8.55,73.56,-5.0,-148.71
0.105,-0.535,-0.869,0.031,-0.004,-0.007,-51.15,-209.1,-9.0,73.53,-5.01,-148.71
0.11,-0.537,-0.872,0.032,-0.002,-0.005,-52.35,-207.9,-8.55,73.51,-5.02,-148.71
0.11,-0.537,-0.872,0.036,-0.001,0.001,-52.8,-208.05,-8.4,73.48,-5.02,-148.7
0.106,-0.537,-0.868,0.032,-0.006,-0.004,-52.8,-208.05,-8.4,73.46,-5.03,-148.7
0.106,-0.538,-0.867,0.03,-0.005,-0.004,-52.65,-207.9,-9.0,73.43,-5.03,-148.69
0.106,-0.538,-0.867,0.035,-0.008,0.003,-51.3,-207.3,-9.15,73.41,-5.04,-148.69
0.105,-0.534,-0.87,0.035,0.003,0.001,-51.6,-207.45,-9.0,73.39,-5.04,-148.69
0.114,-0.532,-0.874,0.03,0.001,-0.001,-51.3,-207.75,-8.4,73.37,-5.06,-148.69
0.105,-0.537,-0.869,0.037,0.002,-0.001,-51.3,-207.75,-8.4,73.34,-5.06,-148.69
0.105,-0.537,-0.869,0.038,0.005,-0.002,-51.3,-207.75,-8.4,73.32,-5.07,-148.68
0.114,-0.535,-0.87,0.033,-0.001,-0.002,-51.6,-207.45,-9.75,73.3,-5.08,-148.68
0.111,-0.537,-0.872,0.039,-0.005,0.001,-51.75,-208.05,-9.9,73.28,-5.09,-148.68
0.111,-0.537,-0.872,0.041,0.004,0.0,-51.3,-208.2,-9.75,73.26,-5.1,-148.68
0.106,-0.536,-0.868,0.031,-0.005,0.004,-51.3,-207.75,-9.45,73.23,-5.1,-148.67
0.106,-0.536,-0.871,0.035,-0.002,-0.003,-51.3,-207.75,-9.45,73.21,-5.11,-148.67
0.105,-0.534,-0.87,0.036,0.004,-0.005,-50.85,-207.15,-9.0,73.19,-5.11,-148.67
0.105,-0.534,-0.87,0.039,0.003,0.003,-51.9,-207.15,-9.75,73.17,-5.11,-148.67
0.108,-0.531,-0.868,0.04,-0.001,-0.004,-51.0,-207.3,-9.45,73.15,-5.12,-148.67
0.107,-0.535,-0.875,0.038,-0.003,-0.002,-52.35,-208.2,-9.3,73.13,-5.12,-148.67
0.107,-0.535,-0.875,0.036,0.002,-0.005,-52.35,-208.2,-9.3,73.11,-5.13,-148.67
0.111,-0.532,-0.87,0.04,-0.002,-0.004,-52.65,-206.25,-10.05,73.08,-5.14,-148.68
0.11,-0.536,-0.865,0.041,0.001,-0.002,-51.0,-206.55,-10.65,73.06,-5.15,-148.67
0.102,-0.534,-0.869,0.035,0.005,0.0,-53.55,-207.3,-8.7,73.04,-5.14,-148.67
0.102,-0.534,-0.869,0.031,-0.001,-0.001,-52.5,-207.3,-9.9,73.01,-5.14,-148.67
0.11,-0.535,-0.864,0.039,0.002,-0.001,-52.5,-207.3,-9.9,72.99,-5.15,-148.66
0.111,-0.537,-0.867,0.029,-0.007,-0.001,-53.1,-208.2,-10.05,72.97,-5.16,-148.66
0.111,-0.537,-0.867,0.034,-0.002,-0.005,-52.05,-208.05,-10.65,72.95,-5.17,-148.66
0.108,-0.54,-0.865,0.037,0.002,-0.003,-51.3,-206.55,-10.2,72.92,-5.17,-148.65
0.11,-0.534,-0.869,0.028,-0.004,-0.008,-50.85,-207.15,-9.75,72.91,-5.18,-148.64
0.104,-0.533,-0.869,0.032,-0.001,-0.001,-50.85,-207.15,-9.75,72.89,-5.18,-148.64
0.104,-0.533,-0.869,0.037,-0.001,-0.003,-50.4,-207.45,-10.8,72.87,-5.19,-148.64
0.113,-0.536,-0.865,0.028,0.001,-0.002,-52.8,-207.75,-9.15,72.85,-5.2,-148.64
0.109,-0.531,-0.873,0.036,-0.002,0.0,-50.1,-206.7,-9.0,72.83,-5.21,-148.64
0.109,-0.531,-0.873,0.036,-0.002,0.002,-51.9,-207.15,-9.75,72.81,-5.21,-148.65
0.102,-0.531,-0.868,0.031,-0.001,0.005,-51.9,-207.15,-9.75,72.79,-5.21,-148.65
0.108,-0.532,-0.865,0.033,0.001,0.0,-52.35,-207.15,-9.75,72.77,-5.22,-148.65
0.109,-0.541,-0.869,0.036,0.0,-0.001,-51.75,-206.85,-9.45,72.75,-5.22,-148.64
0.109,-0.541,-0.869,0.036,0.0,-0.002,-52.5,-206.85,-8.7,72.73,-5.23,-148.63
0.113,-0.532,-0.868,0.036,0.002,-0.001,-52.5,-207.75,-8.7,72.71,-5.24,-148.63
0.108,-0.537,-0.867,0.036,-0.0,0.001,-52.5,-207.75,-8.7,72.69,-5.24,-148.63
